# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
3.4756900533236943e-06 8.973259113345547e-39 1.1886888498393573e-38 3.379242468758837e-38 1.7714807771876618e-37 8.489603888109702e-35 2.097742482770679e-31 2.2246355868550755e-28 5.529992427454483e-28
3.5567312527036693e-06 8.995329869292027e-39 1.1925649817549864e-38 3.4103003810042256e-38 1.8259203283802857e-37 9.264056939649789e-35 2.273843677874198e-31 2.4390927059472244e-28 6.064007223908888e-28
3.6396620555569646e-06 9.017509466095611e-39 1.1964664750313838e-38 3.4419163747529735e-38 1.882906114684026e-37 1.011009140590049e-34 2.4656819763857962e-31 2.6742432436066137e-28 6.649593587336396e-28
3.7245265209709786e-06 9.039798710912305e-39 1.2003935793507258e-38 3.4741049265701005e-38 1.942587295113613e-37 1.1034293798289065e-34 2.6747198430170675e-31 2.9320848734295394e-28 7.291732111999161e-28
3.811369735340273e-06 9.062198417659221e-39 1.204346547635764e-38 3.506880991008516e-38 2.005123257914093e-37 1.2043843019889935e-34 2.9025582078910154e-31 3.214808161292122e-28 7.995884407280623e-28
3.900237836319859e-06 9.084709410733289e-39 1.2083256362350673e-38 3.540260019437905e-38 2.0706844120836738e-37 1.3146560368726016e-34 3.150949707740905e-31 3.5248151927915576e-28 8.768039553460644e-28
3.991178037336996e-06 9.10733252141925e-39 1.2123311048679781e-38 3.5742579797272354e-38 2.139453046251747e-37 1.4350963129658497e-34 3.4218132000486156e-31 3.8647399996170065e-28 9.614765044133667e-28
4.0842386526745176e-06 9.13006858876654e-39 1.2163632166778948e-38 3.608891376824549e-38 2.2116242610880323e-37 1.56663219094163e-34 3.717249672750488e-31 4.237470958586073e-28 1.0543262648588272e-27
4.179469123139017e-06 9.152918460015971e-39 1.220422238284862e-38 3.64417727427981e-38 2.2874069820181055e-37 1.7102721858778503e-34 4.039559683963547e-31 4.646175353856063e-28 1.1561429669301624e-27
4.2769200423275275e-06 9.175882993723782e-39 1.2245084400326752e-38 3.6801333167599827e-38 2.367025059680414e-37 1.867112791167166e-34 4.391262479176603e-31 5.094326311241043e-28 1.2677926115649049e-27
4.376643183506652e-06 9.19896305288908e-39 1.2286220956891266e-38 3.7167777536073865e-38 2.4507184662861414e-37 2.0383454152521447e-34 4.7751169475587985e-31 5.585732333719287e-28 1.390224836519489e-27
4.478691527118417e-06 9.222159512981196e-39 1.2327634828947268e-38 3.7541294634959355e-38 2.538744596843219e-37 2.225263740023739e-34 5.194144594605214e-31 6.124569689309447e-28 1.5244809939036531e-27
4.583119288927478e-06 9.245473256183613e-39 1.2369328829373937e-38 3.792207980242599e-38 2.631379685086823e-37 2.4292715069399342e-34 5.651654725545434e-31 6.715417926872895e-28 1.6717030078477956e-27
