# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma_10, unit: cm2, datatype: float64}
# - {name: sigma_9, unit: cm2, datatype: float64}
# - {name: sigma_7, unit: cm2, datatype: float64}
# - {name: sigma_6, unit: cm2, datatype: float64}
# - {name: sigma_5, unit: cm2, datatype: float64}
# - {name: sigma_4, unit: cm2, datatype: float64}
# - {name: sigma_3, unit: cm2, datatype: float64}
# - {name: sigma_2, unit: cm2, datatype: float64}
# schema: astropy-2.0
mx sigma_10 sigma_9 sigma_7 sigma_6 sigma_5 sigma_4 sigma_3 sigma_2
2.403703417223201e-06 2.781271543796205e-38 3.3875381667570695e-38 6.005869606230334e-38 9.786123620316225e-38 2.5434775962593787e-37 6.541667150279752e-36 4.032521039085793e-33 7.02665511175702e-33
2.4597495562335635e-06 2.7862529038294986e-38 3.394930799416976e-38 6.029145286716392e-38 9.847952963820295e-38 2.582091322119271e-37 6.965526014480598e-36 4.401615789496219e-33 7.652460014371874e-33
2.5171024994342686e-06 2.7912525992037275e-38 3.4023564516204104e-38 6.052604208732114e-38 9.910569278319888e-38 2.6217694315928773e-37 7.42283291916327e-36 4.803651217289358e-33 8.336402802938642e-33
2.575792717027583e-06 2.7962707105909946e-38 3.4098153142470695e-38 6.076248445507344e-38 9.973987214592609e-38 2.662551674192545e-37 7.916528687668891e-36 5.241470009433529e-33 9.084018818442782e-33
2.635851389676631e-06 2.8013073200712835e-38 3.417307581029058e-38 6.100080105950006e-38 1.0038221792601423e-37 2.704479624810424e-37 8.449829025133072e-36 5.7181540589371746e-33 9.901373389575306e-33
2.6973104250709106e-06 2.806362511060702e-38 3.424833448486003e-38 6.124101335215664e-38 1.0103288412347711e-37 2.7475967813950532e-37 9.026250845907565e-36 6.237045032075217e-33 1.0795112803026955e-32
2.760202474878063e-06 2.811436368309034e-38 3.432393115935721e-38 6.148314315291155e-38 1.016920286511769e-37 2.791948668572008e-37 9.649641098490745e-36 6.801766889839482e-33 1.177252019034175e-32
2.8245609520908932e-06 2.8165289778722554e-38 3.439986785458337e-38 6.172721265599701e-38 1.0235981345137458e-37 2.8375829476112227e-37 1.0324208315430005e-35 7.416250568595691e-33 1.2841576805104106e-32
2.8904200487788716e-06 2.8216404271226344e-38 3.4476146619120795e-38 6.197324443627273e-38 1.0303640461652414e-37 2.884549533173449e-37 1.1054557135337842e-35 8.084761045025043e-33 1.4011029210062692e-32
2.9578147542535346e-06 2.8267708046842516e-38 3.4552769528994005e-38 6.222126145564476e-38 1.0372197251448332e-37 2.9329007173007234e-37 1.1845726065604158e-35 8.811927032000215e-33 1.5290462944023142e-32
3.026780873657441e-06 2.831920200478799e-38 3.462973868764457e-38 6.247128706970684e-38 1.0441669191830923e-37 2.9826913011505904e-37 1.2703228777802687e-35 9.60277357521344e-33 1.6690383293410102e-32
3.097355046986562e-06 2.837088705636381e-38 3.4707056225982895e-38 6.272334503457753e-38 1.0512074214082756e-37 3.03397873501171e-37 1.363309925342813e-35 1.0462757845280597e-32 1.8222303853838296e-32
3.1695747685562034e-06 2.842276412550865e-38 3.478472430207519e-38 6.297745951395765e-38 1.058343071741635e-37 3.086823267179288e-37 1.4641941125748107e-35 1.1397808446840284e-32 1.9898843633179508e-32
3.2434784069208122e-06 2.84748341482723e-38 3.4862745101445065e-38 6.323365508638149e-38 1.0655757583443504e-37 3.141288102313108e-37 1.5736981594545957e-35 1.2414368595099686e-32 2.1733833520262113e-32
3.319105225258239e-06 2.852709807263767e-38 3.494112083652065e-38 6.349195675268431e-38 1.0729074191181906e-37 3.1974395699487973e-37 1.6926130324745805e-35 1.351944354156009e-32 2.3742433022922168e-32
