# %ECSV 1.0
# ---
# datatype:
# - {name: mx, unit: MeV, datatype: float64}
# - {name: sigma, unit: cm2 MeV4, datatype: float64}
# schema: astropy-2.0
mx sigma
0.3061864630440946 0.00020115426401172754
0.31332568369332287 0.00022058264625674163
0.32063136654003577 0.00024188473041196503
0.3281073929131 0.0002652445539979888
0.3357577346406907 0.0002908606455178649
0.343586456160426 0.000318955532923737
0.3515977166787018 0.00034975715948411067
0.359795772380376 0.0003835366845454359
0.368184978689974 0.0004205787998450352
0.3767697925856183 0.0004611995926557096
0.38555477496691104 0.0005057420420449121
0.394544593078027 0.0005545908213696537
0.4037440229873054 0.0006081482360393251
0.4131579521246571 0.0006668857355227929
0.42279138187813525 0.000731283363826531
0.43264943025104924 0.0008019147356665139
0.4427373345810337 0.00087936133537021
0.4530604543225162 0.0009642854699752482
0.4636242738940635 0.0010574281167696129
0.47443440559211736 0.0011595446089278003
0.48549659257266914 0.0012715204834181952
0.4968167119024568 0.001394342336615868
0.5084007776813051 0.0015290028837751733
0.5202549442372687 0.0016766869272631004
0.5323855093962742 0.00183862181413419
0.5447989178279997 0.0020161762580138166
